BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
4.5,11.30,5070,https://cdn.beeradvocate.com/im/beers/645.jpg,Trappistes Rochefort 10,Belgian Quadrupel (Quad),Brasserie de Rochefort,None provided.,2964,161
4.46,10.00,5071,https://cdn.beeradvocate.com/im/beers/1708.jpg,Abt 12,Belgian Quadrupel (Quad),Brouwerij St. Bernardus NV,None provided.,2877,243
4.01,10.75,5072,https://cdn.beeradvocate.com/im/beers/110880.jpg,Figjam,Belgian Quadrupel (Quad),Arbor Brewing Company,None provided.,20,9636
3.69,10.30,5073,https://cdn.beeradvocate.com/im/beers/16988.jpg,Quadzilla (Cherry Quad),Belgian Quadrupel (Quad),Church Brew Works,None provided.,56,32136
4.13,10.00,5074,https://cdn.beeradvocate.com/im/beers/84618.jpg,XXX Rye Triple Ale,Belgian Quadrupel (Quad),De Struise Brouwers,None provided.,14,4764
3.75,10.00,5075,https://cdn.beeradvocate.com/im/beers/2150.jpg,Grimbergen Optimo Bruno,Belgian Quadrupel (Quad),Brouwerij Alken-Maes,None provided.,48,27853
3.79,10.20,5076,https://cdn.beeradvocate.com/im/beers/81143.jpg,Friar's Quad,Belgian Quadrupel (Quad),New England Brewing Co.,"A Belgian-style ale whose flavor is as bold as my wide's meatloaf - and four times as tasty, *b'dump-tssssh* But I kid, folks. This ale is a real mensch. We're here all week.",31,24721
3.91,10.90,5077,https://cdn.beeradvocate.com/im/beers/86269.jpg,Flyin' Monks,Belgian Quadrupel (Quad),Adelbert's Brewery,"Conditioned on oak cubes used by Spirit of Texas Distillery to age their Pecan Street Rum, this ale has complex sweet oak, rum flavors with a warm alcoholic finish. Pair with dark chocolate desserts or bold cheeses.The power of flight can be achieved through Zen-like focus and concentration. This ale will not help.",25,15363
3.98,9.70,5078,https://cdn.beeradvocate.com/im/beers/234214.jpg,Quadrupel Tonnellerie,Belgian Quadrupel (Quad),Bruery Terreux,"Our Tonnellerie series is the perfect showcase of our ""wildly traditional bière"". French for “cooperage”, each beer in the series shares one core trait: they were all fermented in oak. Beyond that, the recipes and styles are as unique as the cues they take from nature. Quadrupel Tonnellerie, a sour and funky barrel-fermented Belgian-style quadrupel with blackberries, is no exception. A style known for being at the more malty, complex and rich end of the Belgian strong ale spectrum, this quad revels in layers of dark fruit and figgy flavors, and complimentary undercurrents of oak. The natural esters from the Belgian yeast compliment the rustic, earthy and wild qualities derived from the barrels and nature - plus the piquant flavors from the fruit - for a dynamic flavor profile and mouthfeel that will evolve over time.",35,11013
3.71,10.00,5079,https://cdn.beeradvocate.com/im/beers/26511.jpg,Lozen Boer,Belgian Quadrupel (Quad),De Proefbrouwerij (bvba Andelot),None provided.,80,30821
4.1,10.50,5080,https://cdn.beeradvocate.com/im/beers/73795.jpg,Eschaton,Belgian Quadrupel (Quad),Wild Heaven Beer,None provided.,43,5567
3.84,12.00,5081,https://cdn.beeradvocate.com/im/beers/84170.jpg,Day Of Doom,Belgian Quadrupel (Quad),Mystic Brewery,None provided.,28,20594
3.77,10.00,5082,https://cdn.beeradvocate.com/im/beers/86412.jpg,The Perfect Crime Hollow Point,Belgian Quadrupel (Quad),Scheldebrouwerij,None provided.,32,26514
3.95,12.00,5083,https://cdn.beeradvocate.com/im/beers/7988.jpg,'t Smisje BBBourgondier,Belgian Quadrupel (Quad),Brouwerij Smisje,Currently only 50 cases of this beer are available per year. Brewed in honor of the Burgundian Babble Belt.,103,12660
3.95,10.10,5084,https://cdn.beeradvocate.com/im/beers/252296.jpg,Tangerine Quad,Belgian Quadrupel (Quad),Avery Brewing Company,"Patiently aged in the finest of Bourbon barrels, this bold Belgian-style Quadrupel layers notes of rich, dark fruit, vanilla, and caramel with a burst of tangerine peel culminating in the vibrancy of this full-bodied creation. ",44,12661
3.87,8.50,5085,https://cdn.beeradvocate.com/im/beers/1714.jpg,Moinette Brune,Belgian Strong Dark Ale,Brasserie Dupont sprl,None provided.,184,17887
4.05,11.50,5086,https://cdn.beeradvocate.com/im/beers/12163.jpg,Monk's Mistress,Belgian Strong Dark Ale,Midnight Sun Brewing Co.,"The inspiration for this beer’s name—previously, La Maitresse du Moine—is the beer itself. Its deep, intense flavors inspired the concept of a monk that seeks solace and satisfaction from the sensory pleasure and mind-provoking effects of this liquid temptress.Mesmerizing Monk’s Mistress seduces your senses at first sip. Its daunting beauty and intriguing flavor fully captivate your attention. Belgian yeast adds character and complexity. We invite you to give in to this little bit of “heaven on earth”.",178,7044
4.08,11.00,5087,https://cdn.beeradvocate.com/im/beers/309422.jpg,The Mad Elf Grand Cru,Belgian Strong Dark Ale,Tröegs Brewing Company,"We’ve been wanting to do this for a while now. Twenty years in just feels right. If you know Tröegs, you know The Mad Elf, the mischievous belle of the holiday beer ball that helped put our little brewery on the map. In your hands is the Director’s Cut. Tart Balaton cherries – loads of them – make all the difference. Bottle-conditioned and flush with notes of cinnamon and clove, this beer begs to be shared. Take a bottle home, gather your friends, and cherish the cherries.",34,6581
3.9,10.00,5088,https://cdn.beeradvocate.com/im/beers/114870.jpg,Sinister Kid,Belgian Strong Dark Ale,Trillium Brewing Company,"Malevolently dark in color, yet indulgently complex in character. This Belgian strong ale pours copper-brown with a delicate nose of spicy pepper, toasted malt, fig, raisons, and light earth. Peppery farmhouse yeast qualities continue on the palate with nuanced complementary flavors of semi-sweet caramel and dark fruit. The finish is deceptively smooth and moderately dry with a pleasantly warming hint of alcohol. MALT: Pilsner, Abbey, Carafa IIIHOPS: US Goldings",15,16133
3.64,8.10,5089,https://cdn.beeradvocate.com/im/beers/58920.jpg,Vas Deferens Ale,Belgian Strong Dark Ale,Caldera Brewing Company,None provided.,59,35383
3.91,9.00,5090,https://cdn.beeradvocate.com/im/beers/15102.jpg,Noël,Belgian Strong Dark Ale,Birrificio Le Baladin,None provided.,76,15336
3.85,8.00,5091,https://cdn.beeradvocate.com/im/beers/56208.jpg,Matacabras,Belgian Strong Dark Ale,Dave's BrewFarm,None provided.,89,19807
4.22,7.70,5092,https://cdn.beeradvocate.com/im/beers/206088.jpg,Map 40,Belgian Strong Dark Ale,Allagash Brewing Company,"Map40 is a Belgian-style stout blended with cold brew coffee. Black in body with a tan, reddish-tinged head, this beer’s aroma is strong in coffee and light in roasted grain. Brewed with dark chocolate malt, chocolate malt, roasted barley, and brown malt. A light nuttiness accompanies tastes of chocolate, raisin, and a resounding coffee note that weaves its way throughout. This is a rich, creamy, stout with a warming hint of alcohol in its clean finish.",34,2553
3.87,8.00,5093,https://cdn.beeradvocate.com/im/beers/41008.jpg,Big Operator,Belgian Strong Dark Ale,Big Boss Brewing,"Belgian Black Raspberry, is a full flavored black ale brewed with imported malt, hops and yeast. This beer is aged for 6 months and infused with 150 pounds of real raspberries. Culminates with an amazing dark raspberry finish.",44,18244
3.91,9.80,5094,https://cdn.beeradvocate.com/im/beers/93185.jpg,Solitude,Belgian Strong Dark Ale,Kane Brewing Company,None provided.,20,15329
3.97,9.00,5095,https://cdn.beeradvocate.com/im/beers/6139.jpg,La Montagnarde [Brasserie Des Rocs Ambree],Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,None provided.,85,11525
3.9,10.50,5096,https://cdn.beeradvocate.com/im/beers/87000.jpg,Santa's Little Helper 2012,Belgian Strong Dark Ale,Mikkeller ApS,None provided.,25,16053
4.19,8.40,5097,https://cdn.beeradvocate.com/im/beers/55638.jpg,Hell Hath No Fury Ale - Bourbon Barrel-Aged,Belgian Strong Dark Ale,Bell's Brewery - Eccentric Café & General Store,An American take on a Belgian Dubbel aged in bourbon barrels.,55,3100
4.06,9.00,5098,https://cdn.beeradvocate.com/im/beers/192431.jpg,Trappist Holiday Ale,Belgian Strong Dark Ale,The Spencer Brewery,"Mahogany in color, wholesome in body, lightly spiced, a heart-warming feast day ale from our table to yours.",52,7129
3.76,10.00,5099,https://cdn.beeradvocate.com/im/beers/24285.jpg,Nine,Belgian Strong Dark Ale,Kuhnhenn Brewing Company,"This beer is a Belgian Dark Strong, black in color, it has aromas of rich dry malt and a slight caramel sweetness. Rich and smooth there is not any bitterness to this full bodied beer. The high alcohol level in this beer provides some balance of it’s malty palate.",52,27156
4.14,13.00,5100,https://cdn.beeradvocate.com/im/beers/64710.jpg,Bink Grand Cru,Belgian Strong Dark Ale,Brouwerij Kerkom,None provided.,51,4275
3.78,9.50,5101,https://cdn.beeradvocate.com/im/beers/77330.jpg,Malus,Belgian Strong Dark Ale,Kane Brewing Company,None provided.,20,25495
4.21,13.00,5102,https://cdn.beeradvocate.com/im/beers/24693.jpg,Bush De Noël Premium,Belgian Strong Dark Ale,Brasserie Dubuisson Frères sprl,"Unfiltered and Bottle Conditioned version of Bush De Noël, available in 750ml and 1.5 litre Magnums.",55,2692
3.76,10.00,5103,https://cdn.beeradvocate.com/im/beers/46231.jpg,Mercy,Belgian Strong Dark Ale,Ale Asylum,Our Belgian-style Grand Cru is a full bodied winter warmer. A slightly spicy aroma and flavors of dark fruit and caramel are harmonious with the classic Belgian-style finish.,64,27167
3.85,9.00,5104,https://cdn.beeradvocate.com/im/beers/1407.jpg,Columbus,Belgian Strong Dark Ale,Brouwerij 't IJ,"An amber, craft beer with generous amounts of hops and alcohol. This copper-gold beer is a real heavyweight and a must for beer lovers. The liberal quantities of malt and bitter hops create a complex, full flavour. It starts as slightly sweet with malty aromas of chocolate, fruit and grain, while the bitter hops stand out nicely in the aftertaste. A feast for the connoisseur!",77,19758
3.83,7.40,5105,https://cdn.beeradvocate.com/im/beers/39721.jpg,Kerstmutske Christmas Nightcap,Belgian Strong Dark Ale,Brouwerij Slaapmutske,None provided.,97,21355
3.89,12.00,5106,https://cdn.beeradvocate.com/im/beers/14418.jpg,'t Smisje Calva Reserva,Belgian Strong Dark Ale,Brouwerij Smisje,None provided.,111,16675
3.72,9.50,5107,https://cdn.beeradvocate.com/im/beers/64259.jpg,La Bestia Aimable,Belgian Strong Dark Ale,Ranger Creek Brewing & Distilling,None provided.,43,30138
3.8,9.00,5108,https://cdn.beeradvocate.com/im/beers/19363.jpg,Bière Du Boucanier Dark,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,None provided.,113,23820
3.9,8.00,5109,https://cdn.beeradvocate.com/im/beers/107400.jpg,Zundert 8,Belgian Strong Dark Ale,Trappistenbrouwerij de Kievit,None provided.,51,15919
4.09,8.30,5110,https://cdn.beeradvocate.com/im/beers/37833.jpg,Cuvee Angelique,Belgian Strong Dark Ale,KleinBrouwerij De Glazen Toren,"""The ""Speciale Belge"" beer style was created in 1904 for a brewing contest that was organized by the Universities of Belgium. The goal was to improve the quality of Belgian beer. The winner was a new style, called ""Belge"". Due to the success in the contest, a number of brewers decided to brew the style and called it ""Speciale Belge"".A ""Speciale Belge"" is pale amber in color (slighly darker than a pilsner) as brewers tried to copy the color of pilsner in a top fermenting ale. Later the color became darker as pilsners became very common to prove that the style is something special.After the second world war, when the quality of life in Belgium increased, several brewers created a ""Speciale Belge"" with a higher alcohol content, called a ""Dubbel Special Belge"".The beer has a big body, high effervescence, and a deep caramel flavor. There's a slight amount of yeast based sourness that creeps in to offer balance, with a flavor that reminds of dates or caramel covered apple.Today the ""Dubbel Speciale Belge"" no longer exists, the current higher gravity beer styles are trappist, abbey ales and so on. Therefore Brouwerij de Glazen Toren decided to recreate this special beer style. """,95,5795
3.85,8.50,5111,https://cdn.beeradvocate.com/im/beers/56600.jpg,Adriaen Brouwer Dark Gold Ale,Belgian Strong Dark Ale,Roman N.V.,None provided.,68,19748
3.71,9.00,5112,https://cdn.beeradvocate.com/im/beers/9279.jpg,Kapittel Prior,Belgian Strong Dark Ale,Leroy Breweries,None provided.,108,30931
3.89,9.00,5113,https://cdn.beeradvocate.com/im/beers/73622.jpg,Petrus Winter #9,Belgian Strong Dark Ale,De Brabandere,None provided.,47,16648
3.74,8.00,5114,https://cdn.beeradvocate.com/im/beers/12608.jpg,Abbaye De Floreffe Prima Melior,Belgian Strong Dark Ale,Brasserie Lefèbvre SA,"A Special Reserve Ale exclusively for the use of the Abbot and his guests. A rich brown beer seasoned with Anise & Coriander, secondary fermentation in the bottle, based on the brewing tradition of Floreffe Abbey, founded in 1121. Ale brewed with spices (star anise, orange peel).",117,28674
4.1,11.80,5115,https://cdn.beeradvocate.com/im/beers/227995.jpg,Pinot Suave,Belgian Strong Dark Ale,Deschutes Brewery,None provided.,55,5338
3.78,9.00,5116,https://cdn.beeradvocate.com/im/beers/79897.jpg,Evil Urges,Belgian Strong Dark Ale,Short's Brewing Company,None provided.,31,25480
3.91,8.30,5117,https://cdn.beeradvocate.com/im/beers/7715.jpg,Bink Winterkoninkske,Belgian Strong Dark Ale,Brouwerij Kerkom,None provided.,135,15081
3.42,9.00,5118,https://cdn.beeradvocate.com/im/beers/4718.jpg,Vapeur Cochonne,Belgian Strong Dark Ale,Brasserie à Vapeur,None provided.,138,43400
3.64,9.00,5119,https://cdn.beeradvocate.com/im/beers/20345.jpg,Buffalo Belgian Stout,Belgian Strong Dark Ale,Brouwerij Van den Bossche,None provided.,130,35630
3.88,12.00,5120,https://cdn.beeradvocate.com/im/beers/51942.jpg,'t Gaverhopke Extra,Belgian Strong Dark Ale,Brouwerij 't Gaverhopke,None provided.,109,17285
3.83,10.50,5121,https://cdn.beeradvocate.com/im/beers/7467.jpg,Rude Elf's Reserve (formerly Rudolph's Reserve),Belgian Strong Dark Ale,Fegley's Bethlehem Brew Works,None provided.,103,21258
3.68,8.50,5122,https://cdn.beeradvocate.com/im/beers/7508.jpg,Barbãr Bok (formerly Barbãr De Noël),Belgian Strong Dark Ale,Brasserie Lefèbvre SA,"In the beginning, it was only brewed in the winter and was called Barbãr Winter Bok. However, since 2008 the consumer decided otherwise.",112,33008
4.01,10.00,5123,https://cdn.beeradvocate.com/im/beers/23399.jpg,Gouden Carolus Easter Beer,Belgian Strong Dark Ale,Brouwerij Het Anker,None provided.,120,9053
4.2,9.00,5124,https://cdn.beeradvocate.com/im/beers/50699.jpg,Embrasse,Belgian Strong Dark Ale,Brouwerij De Dochter van de Korenaar,None provided.,90,2683
3.64,9.60,5125,https://cdn.beeradvocate.com/im/beers/54604.jpg,Certified Evil,Belgian Strong Dark Ale,Lucky Bucket Brewing Co.,"Certified Evil is the result of a 2008 collaboration project with Todd Ashman of Fifty Fifty Brewing in Truckee, California and Matt Van Wyk of Oakshire Brewing in Eugene, Oregon. Each brewer set out to create a dark Belgian strong ale with their own unique spin on the style. Since the first collaboration, six new breweries have been added to the project to invent a truly unique beer. This beer is properly named Certified Evil.The new Certified Evil recipe is more complex and interesting than the brew from 2008. This new beer blends Certified Evil aged in Cabernet barrels for one year with a younger batch of oaked aged Certified Evil. The combination makes for a vibrant yet smooth and elegant taste. The recipe also includes a wide variety of complex sugars including turbinado sugar, molasses and honey. The result is an amazingly complex beer. Truly a must try to any craft beer lover.",96,35704
4.24,11.00,5126,https://cdn.beeradvocate.com/im/beers/103923.jpg,Kasteel Winter,Belgian Strong Dark Ale,Brouwerij Van Honsebrouck N.V.,None provided.,59,1967
3.77,10.00,5127,https://cdn.beeradvocate.com/im/beers/49193.jpg,DNR,Belgian Strong Dark Ale,COOP Ale Works,"This Belgian-style dark ale is the culmination of central and western European malts, Noble hops, candy sugar and a traditional Trappist yeast. Notes of dried fruit, cinnamon and vanilla make DNR a very complex experience to be enjoyed in moderation.",52,26557
3.86,8.50,5128,https://cdn.beeradvocate.com/im/beers/2844.jpg,Verboden Vrucht / Fruit Defendu (Forbidden Fruit),Belgian Strong Dark Ale,Brouwerij van Hoegaarden,None provided.,153,18781
3.74,8.00,5129,https://cdn.beeradvocate.com/im/beers/40223.jpg,Hitachino Nest Commemorative Ale,Belgian Strong Dark Ale,Kiuchi Brewery,This commemorative ale was brewed specially to celebrate the new year using cinnamon and coriander. Please enjoy while you forget the worries and troubles of the old year.,117,28703
3.85,8.00,5130,https://cdn.beeradvocate.com/im/beers/4774.jpg,Super,Belgian Strong Dark Ale,Birrificio Le Baladin,None provided.,135,19617
3.75,10.60,5131,https://cdn.beeradvocate.com/im/beers/75430.jpg,Tango,Belgian Strong Dark Ale,Weyerbacher Brewing Co.,"Tango is a big, bold, Belgian-style dark ale brewed with 1,200 pounds of cherries!Tango pours a beautiful ruby color with a nice fluffy head, offering a very complex aroma of cherries and other dark fruits. The strong 750 ml glass bottle finished with a cork and cage allows the very robust bottle-conditioning responsible for Tango’s effervescence. Dark fruit flavors join the cherries to match up with the strong malt bill with the Belgian yeast adding its 2 cents along the way.Tango weighs in at 10.6% ABV and was brewed using a base of Pilsner Malt with Honey Malt, Special B, Aromatic Malt and a touch of Chocolate Malt. Apollo hops balance all that sweetness to 35 IBU.Tango debuted as the 20th installment of Weyerbacher’s Brewers’ Select series in November of 2011, however, it wasn’t bottle conditioned and was a tad lower in alcohol.",67,27963
3.9,9.00,5132,https://cdn.beeradvocate.com/im/beers/48988.jpg,Noir De Dottignies,Belgian Strong Dark Ale,Brouwerij Brasserie De Ranke,"The heaviest ale on our menu with a very rich taste, coming from the six different kinds of malt we use. These malts also give it that rich, dark, nearly black colour. The royal doses of Challenger and Saaz hops bring the typical balance between sweet and bitter.bitter.",118,15728
4.19,11.00,5133,https://cdn.beeradvocate.com/im/beers/194906.jpg,St. Klippenstein,Belgian Strong Dark Ale,Allagash Brewing Company,"At the brewery, we celebrate St. Klippenstein day to commemorate our love of free ham, pot lucks, and strong stouts. In honor, we brewed this Belgian-style strong stout aged in bourbon barrels. Rich cocoa brown in color, the first sip of this beer opens with a complex chocolate and roasted aroma. Notes of vanilla, coconut and oak infuse the palate and lead to a smooth, warm finish. This full bodied beer is brewed with an array of dark roasted malts: dark chocolate malt, roasted barley, chocolate malt, and brown malt. After being hopped with Chinook and Northern Brewer, and fermented with a trappist-style yeast for a month in stainless, the beer spends three months aging in bourbon barrels.",74,2794
3.7,11.00,5134,https://cdn.beeradvocate.com/im/beers/65144.jpg,Grand Cru,Belgian Strong Dark Ale,Great Divide Brewing Company,None provided.,159,31709
3.88,11.90,5135,https://cdn.beeradvocate.com/im/beers/60005.jpg,Smoked & Oaked,Belgian Strong Dark Ale,Epic Brewing Company,Smoked cherry wood malt brings a smoky sweetness to the caramel malts and a bit of peat flavor with a Belgian-style yeast. The entire batch aging in the whiskey barrels nicely dries out the perceived sweetness of the caramel malt leaving an almost scotch like taste.ABV varies by batch.,87,17119
4.06,10.00,5136,https://cdn.beeradvocate.com/im/beers/139528.jpg,La Résolution,Belgian Strong Dark Ale,Unibroue,"Inspired by a recipe our brewmaster Jerry Vietz created for his friends, La Résolution is a dark ale with a spicy character. With a 10% alcohol content, its spicy caramel aroma evolves on the palate into pleasant and complex notes reminiscent of gingerbread. Its perfect balance of spicy, caramel and roasted malt flavours is complemented by a pleasant roundness and persistent finish. A cold-weather brew that warms the heart.",112,6641
3.76,8.20,5137,https://cdn.beeradvocate.com/im/beers/2138.jpg,Leffe Radieuse,Belgian Strong Dark Ale,Abbaye de Leffe S.A.,None provided.,135,27231
4.07,12.00,5138,https://cdn.beeradvocate.com/im/beers/35242.jpg,Nor' Easter Winter Warmer,Belgian Strong Dark Ale,Captain Lawrence Brewing Co.,"This is a truly unique brew, combining some unusual elements to create a powerful, yet flavorful brew. I brewed a similar beer to this one back in 1998, while I was home brewing out in California. Only this time around, I decided to age it in bourbon barrels to add a new element to the already rich sensory profile. The combination of dark malt, elderberries and bourbon barrels makes for an interesting tasting experience. This is a sippin’ beer, so sit back by the fire and enjoy.",216,6235
3.76,8.00,5139,https://cdn.beeradvocate.com/im/beers/38708.jpg,Equinox / Zwarte Piet,Belgian Strong Dark Ale,Brasserie de la Senne,None provided.,59,27137
3.86,11.00,5140,https://cdn.beeradvocate.com/im/beers/43725.jpg,Klokke Roeland,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,None provided.,38,19201
3.65,11.00,5141,https://cdn.beeradvocate.com/im/beers/78709.jpg,Dark Prophet,Belgian Strong Dark Ale,Funkwerks,"Bourbon Barrel Aged Belgian Strong Dark AleThis deep mahogany-colored dark strong ale has a wonderful aroma of vanilla, dark fruits, and spicy oak. With the addition of cacao nibs, the chocolatey flavor is complemented by fig, date, and oak undertones. The oak tannins balance the chocolate malt flavors and the beer finishes with a slight alcohol warmth.Notes of rich caramel and chocolate.Pairs well with crushing dreams.",21,34728
3.94,11.00,5142,https://cdn.beeradvocate.com/im/beers/8914.jpg,'t Smisje Kerst,Belgian Strong Dark Ale,Brouwerij Smisje,Also known as Smiske Winter,74,13448
3.8,8.20,5143,https://cdn.beeradvocate.com/im/beers/5545.jpg,Leffe Vieille Cuvée,Belgian Strong Dark Ale,Abbaye de Leffe S.A.,None provided.,59,23909
3.98,10.50,5144,https://cdn.beeradvocate.com/im/beers/55360.jpg,Pimp My Sleigh,Belgian Strong Dark Ale,Fat Head's Brewery & Saloon,"This rich, complex Belgian-Style holiday brew has intricate aromas and flavors of sweet dark malt, dark fruit, raisins, figs, anise and spicy phenols. A thick, creamy head always tops it off.",33,11015
3.74,8.20,5145,https://cdn.beeradvocate.com/im/beers/87213.jpg,Christmas Ale,Belgian Strong Dark Ale,Upslope Brewing Company - Lee Hill,None provided.,27,28591
4.09,13.00,5146,https://cdn.beeradvocate.com/im/beers/46688.jpg,Scaldis Prestige De Nuits,Belgian Strong Dark Ale,Brasserie Dubuisson Frères sprl,"Also known as Bush De NuitsMade from Scaldis (Bush) Noel aged for 6 months in Bourgogne barrels from the world famous ""Nuits St Georges"" vineyard.",44,6153
3.92,10.10,5147,https://cdn.beeradvocate.com/im/beers/113228.jpg,Obscurite,Belgian Strong Dark Ale,Ithaca Beer Company,"A complex black stout brewed with Belgian candy sugar. Delicate chocolate aromatics cascade into coffee, dark fruit and vanilla flavors.",28,14702
3.98,8.90,5148,https://cdn.beeradvocate.com/im/beers/207099.jpg,Soothsayer,Belgian Strong Dark Ale,Brewery Ommegang,"The Soothsayer sees in the shadows a glass of black vision, indeed. A dark future that’s all in the making. Tempting good folks to share in the deed. What he sees is the old way of brewing with no spices, no voodoo, no spells. Just the grains and the yeast and the ancient black art. Can’t you feel how it darkly compels?With Soothsayer, we forgo any spicing to explore the art of dark brewing. Simple grains and Ommegang yeast alone portend notes of licorice, coffee and chocolate under a thick tan head.",36,10998
3.9,9.00,5149,https://cdn.beeradvocate.com/im/beers/64893.jpg,Sorcerer,Belgian Strong Dark Ale,Fat Head's Brewery & Saloon,"Dark ruby brown Belgian style strong ale with complex flavors reminiscent of dried fruits. The sweet hints of raisin, fig and plum are accentuated with rock candy sugar then warmed away by the strength of the dry alcoholic finish.",25,16129
3.76,9.10,5150,,The Widow,Belgian Strong Dark Ale,Societe Brewing Co.,Belgian-style Dark Strong Ale,11,27149
4.09,10.00,5151,https://cdn.beeradvocate.com/im/beers/40305.jpg,Dominus Vobiscum Hibernus,Belgian Strong Dark Ale,Microbrasserie Charlevoix,None provided.,65,6013
3.76,7.50,5152,https://cdn.beeradvocate.com/im/beers/2497.jpg,Leute Bok,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,None provided.,167,27233
4.05,10.50,5153,https://cdn.beeradvocate.com/im/beers/104581.jpg,Gulden Draak Brewmaster's Edition,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,"To celebrate the 230th birthday of the brewery, a Belgian strong dark ale aged in Whiskey barrels from Brouwerij Van Steenberge.",80,7030
3.98,9.00,5154,https://cdn.beeradvocate.com/im/beers/6804.jpg,St. Feuillien Cuvée De Noël,Belgian Strong Dark Ale,Brasserie St. Feuillien,None provided.,230,10456
3.81,8.40,5155,https://cdn.beeradvocate.com/im/beers/86500.jpg,Smuttynose Zinneke (Big Beer Series),Belgian Strong Dark Ale,Smuttynose Brewing Company,"Belgian-style stout, partially aged in bourbon barrels.8.4% abv 50 IBUMalts: North American 2-Row, Carawheat, Munich 10L, C-120, Chocolate,Roasted Barley, Brown MaltHops: Magnum, GlacierMojo: Dark #2 Belgian Candi Syrup",115,22925
3.78,9.10,5156,https://cdn.beeradvocate.com/im/beers/41345.jpg,Green Flash Grand Cru,Belgian Strong Dark Ale,Green Flash Brewing Co.,None provided.,177,25440
3.8,8.00,5157,https://cdn.beeradvocate.com/im/beers/9135.jpg,Gouden Carolus Ambrio,Belgian Strong Dark Ale,Brouwerij Het Anker,None provided.,212,23728
3.87,8.40,5158,https://cdn.beeradvocate.com/im/beers/66512.jpg,Folklore,Belgian Strong Dark Ale,Stillwater Artisanal Ales,"Human history is filled with myths and legends that shape and define our culture. Rituals, celebrations, gatherings.. whatever. One thing that’s for sure, is we enjoy a proper shindig. So let’s get the stories flowing and share a little ’Folklore’. A bracingly deep ale, built dark and rich with an elegantly lean body, accompanied by heady aromas of Belgian yeast, earthy hops and gently kissed by a wisp of smoke.This beer was formerly known as 25 to One.",130,17846
3.94,10.00,5159,https://cdn.beeradvocate.com/im/beers/41734.jpg,Monk's Brew,Belgian Strong Dark Ale,Mikkeller ApS,Formerly Monk's Elixir,167,12765
4.16,10.00,5160,https://cdn.beeradvocate.com/im/beers/20714.jpg,Brasserie Des Rocs Triple Impériale,Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,None provided.,349,3339
4.2,9.00,5161,https://cdn.beeradvocate.com/im/beers/2469.jpg,Abbaye Des Rocs [Brasserie Des Rocs Brune],Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,None provided.,330,2485
4.29,9.50,5162,https://cdn.beeradvocate.com/im/beers/40681.jpg,Achel Trappist Extra,Belgian Strong Dark Ale,Brouwerij der St. Benedictusabdij de Achelse,None provided.,224,1255
3.87,9.70,5163,https://cdn.beeradvocate.com/im/beers/86464.jpg,Gregorius,Belgian Strong Dark Ale,Stift Engelszell,None provided.,164,17816
4.08,9.00,5164,https://cdn.beeradvocate.com/im/beers/2311.jpg,Affligem Noël,Belgian Strong Dark Ale,Brouwerij De Smedt / Brouwerij Affligem,None provided.,342,5702
3.79,8.00,5165,https://cdn.beeradvocate.com/im/beers/7728.jpg,Hitachino Nest Extra High (XH),Belgian Strong Dark Ale,Kiuchi Brewery,"From Japan's most prestigious brewery, Hitachino Nest XH (Extra High) is a strong Belgian Brown Ale, matured in shochu (distilled sake) barrels. Chinook & Styrian Goldings hops are use",371,24564
4.2,9.00,5166,https://cdn.beeradvocate.com/im/beers/26277.jpg,Abbaye Des Rocs Grand Cru Belgian Special Brown,Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,None provided.,522,2443
4.11,8.50,5167,https://cdn.beeradvocate.com/im/beers/4106.jpg,Gouden Carolus Classic,Belgian Strong Dark Ale,Brouwerij Het Anker,None provided.,420,4604
4.08,7.20,5168,https://cdn.beeradvocate.com/im/beers/58.jpg,Grand Cru,Belgian Strong Dark Ale,Allagash Brewing Company,"Grand Cru is brewed with a touch of peated malt and spiced with coriander, sweet orange peel and a hint of anise. It is deep golden in color, full bodied and has hints of smoke and licorice in the taste and aroma. The malty, warming finish is perfect for colder weather.",458,5681
3.93,10.50,5169,https://cdn.beeradvocate.com/im/beers/7286.jpg,Gouden Carolus Noël / Christmas,Belgian Strong Dark Ale,Brouwerij Het Anker,"For more than 35 years we had to miss the Christmas beer but in 2002 the tradition was restored with Gouden Carolus Christmas. It’s a strong, dark ruby red beer with character and contains an alcohol percentage of 10.5 % alc.vol. Brewed in August, the beer rests a few months to reach an optimal balance. Three kinds of hops and 6 different kinds of herbs and spices define the rich taste of this Christmas beer. Top-class!",515,13289
4.05,9.00,5170,https://cdn.beeradvocate.com/im/beers/2319.jpg,Nostradamus,Belgian Strong Dark Ale,Brasserie Caracole,None provided.,526,6840
